"name","initial_solution_value","initial_solution_time_ms","num_iterations","num_iterations_acceptance","best_value","steps_to_best","time_to_best_s","seed","num_jobs_destroy_repair","temperature"
"ta067",5245,22,50308,21434,5232,994,0,3394244000,3,2.4749
"ta068",5101,21,50674,21914,5083,30408,9,4009591708,3,2.4339
"ta069",5454,22,50694,31169,5448,5,0,3680779356,3,2.5839
"ta070",5346,22,54257,26027,5318,16103,4,2658484224,3,2.5583
"ta071",5861,68,52509,15529,5780,16624,9,1278161521,3,2.59555
"ta072",5441,67,51178,13411,5354,37724,22,1762242082,3,2.42175
"ta073",5758,69,48605,16316,5681,7635,5,1530389983,3,2.50985
"ta074",5947,67,54627,15135,5822,1578,0,2236521144,3,2.6319
"ta075",5575,68,54250,14842,5489,43464,24,410559993,3,2.48515
"ta076",5340,66,51359,14897,5317,1651,1,2016683968,3,2.37285
"ta077",5692,71,53192,21905,5620,34564,19,4063444859,3,2.4515
"ta078",5694,73,48794,13206,5626,16034,10,415309208,3,2.49255
"ta079",5965,68,45775,15306,5893,15155,9,214549549,3,2.5698
"ta080",5865,67,45477,17995,5848,8148,5,2594332103,3,2.549
"ta081",6547,266,54972,15076,6272,48225,52,2425975189,3,2.46915
"ta082",6531,265,54792,15682,6300,19033,21,3413894229,3,2.4962
"ta083",6573,253,49521,15168,6346,31939,40,3762670773,3,2.48018
"ta084",6534,263,54521,14263,6338,48551,52,1670417055,3,2.4637
"ta085",6629,262,56621,16032,6395,22866,24,1933756712,3,2.48097
"ta086",6702,259,52579,13891,6442,26654,30,2636850901,3,2.4825
"ta087",6570,233,56698,18583,6336,47088,49,1536732297,3,2.50242
"ta088",6749,270,59372,16116,6507,52930,53,924538977,3,2.54608
"ta089",6614,269,59072,16592,6340,38594,39,119346919,3,2.4991
"ta090",6652,261,55102,15993,6483,12790,14,3030956624,3,2.5166
"ta091",10940,529,41169,18471,10869,3440,5,3477377944,3,2.5101
"ta092",10723,510,43187,10557,10549,15834,23,2931752748,3,2.48125
"ta093",11022,529,43216,13222,10930,3136,4,1309174782,3,2.52895
"ta094",10920,538,36517,20354,10880,1992,3,2409532313,3,2.50428
"ta095",10639,511,43755,11583,10521,17880,25,2518744600,3,2.49777
"ta096",10417,511,44319,13954,10358,33962,47,3576458042,3,2.43407
"ta097",10922,467,44846,17606,10880,563,1,4182589035,3,2.55098
"ta098",10839,473,44607,13531,10764,7538,10,3510923740,3,2.52832
"ta099",10508,444,49968,14711,10419,38360,45,3986861958,3,2.48188
"ta100",10846,524,40183,13343,10685,38833,58,3218870681,3,2.50645
"ta101",11637,1701,48322,11796,11360,26644,67,298502180,3,2.44782
"ta102",11660,1911,55479,14232,11400,49195,107,180398706,3,2.50224
"ta103",11724,1914,50157,13523,11467,35431,86,118757962,3,2.51273
"ta104",11752,1923,48228,12598,11405,29849,75,2748650599,3,2.50214
"ta105",11601,1771,50172,12697,11387,36884,87,3752581778,3,2.47525
"ta106",11611,1879,51363,12626,11344,25513,61,2824653406,3,2.50228
"ta107",11740,1760,49388,12928,11500,16346,40,2118446366,3,2.51782
"ta108",11831,1743,51899,13039,11516,15012,34,1103370946,3,2.49613
"ta109",11619,1725,53923,13651,11388,40231,89,4170775476,3,2.49721
"ta110",11805,1953,54942,15131,11460,51247,112,2284974085,3,2.49582
"ta111",26632,27453,37654,8187,26293,37176,296,2197712196,3,2.48145
"ta112",27263,30089,30644,6553,26798,30480,298,3755511157,3,2.524
"ta113",26859,29164,31308,7392,26594,19348,202,1048053809,3,2.49531
"ta114",26992,30884,30866,6938,26646,14297,156,72426290,3,2.50377
"ta115",26741,27315,33149,6921,26474,30902,281,78908798,3,2.49069
"ta116",27056,30205,28902,6217,26653,18633,205,1586341425,3,2.51715
"ta117",26731,30220,27892,6735,26527,20973,233,3570762236,3,2.48488
"ta118",26968,31078,29865,6427,26802,29039,293,785738969,3,2.51214
"ta119",26555,30432,32141,7001,26221,19280,191,1258718412,3,2.4806
"ta120",26818,27707,36467,8209,26614,34046,283,1521370211,3,2.49758
"ta001",1290,3,62512,45866,1278,1153,0,329917684,3,2.5765
"ta002",1366,1,56586,39877,1358,5463,0,2472564069,3,2.598
"ta003",1098,1,61337,23452,1073,13180,0,2207868315,3,2.3025
"ta004",1311,1,64941,28347,1293,436,0,1424253865,3,2.818
"ta005",1261,1,56251,36133,1231,29853,1,1496143891,3,2.484
"ta006",1228,1,60310,23004,1193,2649,0,4199045911,3,2.5275
"ta007",1273,1,55118,28258,1239,934,0,269930654,3,2.474
"ta008",1211,3,65103,29608,1199,5049,0,664795939,3,2.6155
"ta009",1273,1,60469,23263,1210,2615,0,2942950909,3,2.621
"ta010",1151,1,62518,27264,1103,389,0,4223028856,3,2.3885
"ta011",1622,2,60899,22914,1564,4327,0,3273104822,3,2.58225
"ta012",1721,2,48761,15961,1652,44287,5,2149601942,3,2.7145
"ta013",1558,2,61811,19546,1476,55107,5,1293837980,3,2.469
"ta014",1386,2,58530,23068,1369,53206,5,1594417812,3,2.2325
"ta015",1497,2,59819,22187,1401,8302,0,1695105426,3,2.36475
"ta016",1444,2,56646,16474,1369,3773,0,2308365675,3,2.285
"ta017",1506,2,58023,21680,1434,57413,5,3649015299,3,2.34425
"ta018",1593,2,63635,20711,1527,6046,0,3214451539,3,2.4755
"ta019",1621,2,49158,24181,1590,4766,0,2551439706,3,2.5085
"ta020",1648,2,64179,16478,1559,4446,0,2219535576,3,2.632
"ta021",2352,5,51562,13129,2252,11732,2,2433961682,3,2.53412
"ta022",2155,5,43666,17455,2063,10295,3,835591596,3,2.3465
"ta023",2386,5,45034,15429,2247,22750,6,1048187851,3,2.54038
"ta024",2259,5,53051,20955,2191,49989,11,3787244485,3,2.46675
"ta025",2360,5,53921,17453,2273,8242,1,795083095,3,2.55837
"ta026",2278,5,47321,10427,2168,19055,4,1898999530,3,2.46263
"ta027",2391,5,45470,12132,2224,20317,5,4288422422,3,2.512
"ta028",2286,5,44533,14318,2183,42609,11,3266686344,3,2.46962
"ta029",2353,5,44081,16013,2209,41336,11,3021609417,3,2.52513
"ta030",2248,5,52847,17817,2138,4510,1,2056932712,3,2.41725
"ta031",2729,4,54860,34033,2724,890,0,4088068600,3,2.4154
"ta032",2848,4,58786,30223,2834,10896,1,1989154531,3,2.6098
"ta033",2628,4,54994,23688,2612,42412,6,3767754610,3,2.398
"ta034",2767,4,54911,25322,2751,5,0,637857881,3,2.5646
"ta035",2854,4,51384,31457,2854,0,0,2364688894,3,2.5452
"ta036",2827,4,58652,26625,2825,127,0,4217834575,3,2.6008
"ta037",2747,4,55641,23391,2716,16531,2,3754364996,3,2.4648
"ta038",2691,4,59803,26059,2683,12,0,331404223,3,2.4786
"ta039",2571,4,59310,25539,2547,6434,0,3733570386,3,2.3244
"ta040",2776,4,53141,30986,2776,0,0,4029013123,3,2.5636
"ta041",3109,11,59019,18393,3010,33574,8,2992572142,3,2.51
"ta042",3012,12,59178,17789,2884,28125,7,3335263110,3,2.4236
"ta043",2961,10,59277,20159,2855,7829,1,1176902089,3,2.4007
"ta044",3169,12,60155,19633,3064,13514,3,3162884684,3,2.5281
"ta045",3155,11,60878,17196,2995,9172,2,2159843505,3,2.5391
"ta046",3166,12,58972,18605,3014,11223,2,1790063703,3,2.509
"ta047",3222,11,60200,21758,3114,51989,12,2138493954,3,2.5184
"ta048",3147,12,59654,17478,3035,54909,13,489977541,3,2.4535
"ta049",3043,12,65094,18523,2902,5170,1,2229363696,3,2.4332
"ta050",3204,12,60743,18625,3081,41852,10,119404535,3,2.5446
"ta051",4068,40,58205,15345,3864,21026,10,4264867615,3,2.59555
"ta052",3928,42,51247,16764,3718,42189,25,3423795522,3,2.46355
"ta053",3859,42,61165,19424,3656,55361,27,3780573902,3,2.42175
"ta054",3902,40,63971,21039,3736,43447,20,492858533,3,2.465
"ta055",3794,39,58423,19580,3613,51111,26,1054453156,3,2.45705
"ta056",3866,39,58079,23454,3721,51771,26,532287281,3,2.4515
"ta057",3891,39,55261,16884,3714,35216,19,4131403635,3,2.48365
"ta058",3902,40,60500,16238,3708,59859,29,1974609342,3,2.46245
"ta059",3909,42,60057,17823,3756,40250,20,3517015777,3,2.49715
"ta060",4000,36,64079,20123,3773,18563,8,1046354369,3,2.5301
"ta061",5504,22,48288,32710,5493,200,0,955750565,3,2.5797
"ta062",5291,22,50864,25668,5257,33773,10,3259740874,3,2.5182
"ta063",5193,21,47578,20103,5175,1787,0,1094055809,3,2.4735
"ta064",5025,22,51576,24614,4993,45179,13,687597914,3,2.4028
"ta065",5255,22,50596,26063,5247,5263,1,2701594112,3,2.5098
"ta066",5139,20,49932,32549,5135,7895,2,775593143,3,2.451
"ta067",5245,21,46761,20294,5232,7119,2,2256952597,3,2.4749
"ta068",5101,22,49872,21020,5083,5739,1,1266164696,3,2.4339
"ta069",5454,22,46958,28552,5442,5344,1,2078379576,3,2.5839
"ta070",5346,22,50281,25010,5318,17960,5,2428840930,3,2.5583
"ta071",5861,68,52327,15694,5774,37242,21,874953773,3,2.59555
"ta072",5441,67,48773,13816,5376,24258,14,164194060,3,2.42175
"ta073",5758,71,50976,18602,5681,7379,4,2730410759,3,2.50985
"ta074",5947,65,53334,15128,5819,26237,15,3498974779,3,2.6319
"ta075",5575,69,56796,15199,5488,53070,28,363767815,3,2.48515
"ta076",5340,70,52190,15384,5307,44461,25,3039023965,3,2.37285
"ta077",5692,70,49127,19725,5620,11578,6,850095627,3,2.4515
"ta078",5694,67,51078,14198,5629,20629,12,2135247507,3,2.49255
"ta079",5965,76,47802,16150,5890,28966,18,551211085,3,2.5698
"ta080",5865,72,45325,18628,5845,25484,16,2572130365,3,2.549
"ta081",6547,266,60023,15969,6283,31386,31,1323787813,3,2.46915
"ta082",6531,265,56850,18370,6277,34925,38,3947147580,3,2.4962
"ta083",6573,235,53948,15321,6337,39639,44,1545778849,3,2.48018
"ta084",6534,265,49120,14384,6346,34038,41,773004627,3,2.4637
"ta085",6629,262,54440,17274,6439,6952,7,3121252208,3,2.48097
"ta086",6702,249,55728,15075,6437,31267,33,3466394763,3,2.4825
"ta087",6570,256,54142,16853,6328,41409,45,1343511121,3,2.50242
"ta088",6749,271,65897,18960,6500,56906,52,1741723069,3,2.54608
"ta089",6614,266,63204,17681,6364,27226,26,2582401720,3,2.4991
"ta090",6652,264,56376,17629,6513,47638,50,2314954003,3,2.5166
"ta091",10940,526,40282,18577,10885,18121,28,496347563,3,2.5101
"ta092",10723,459,49421,12306,10501,7655,9,3888750339,3,2.48125
"ta093",11022,528,41515,14221,10951,2621,4,3609782560,3,2.52895
"ta094",10920,530,41269,22796,10877,9970,14,2052659581,3,2.50428
"ta095",10639,514,44544,12052,10525,15207,20,2212117886,3,2.49777
"ta096",10417,461,51366,15602,10360,8707,10,2432829925,3,2.43407
"ta097",10922,521,44919,17828,10871,18379,25,1965834157,3,2.55098
"ta098",10839,471,44910,14729,10764,10355,14,3091813313,3,2.52832
"ta099",10508,448,49648,15398,10465,6569,8,4243472065,3,2.48188
"ta100",10846,521,39411,12961,10685,26547,40,1566969341,3,2.50645
"ta101",11637,1886,49677,12449,11330,18162,45,2338922375,3,2.44782
"ta102",11660,1915,55828,14217,11362,27925,61,972749583,3,2.50224
"ta103",11724,1742,49471,13278,11439,33763,82,397950479,3,2.51273
"ta104",11752,1878,51516,13641,11424,46730,109,3330634312,3,2.50214
"ta105",11601,1979,48764,12408,11378,23054,55,2345033059,3,2.47525
"ta106",11611,1868,52551,12966,11341,50806,116,1733150109,3,2.50228
"ta107",11740,1780,47747,13237,11494,35691,89,1809883521,3,2.51782
"ta108",11831,1735,48977,11809,11518,11159,28,1014399805,3,2.49613
"ta109",11619,1730,48265,11761,11368,37503,94,3824596598,3,2.49721
"ta110",11805,1957,54530,14541,11451,21352,48,4137556052,3,2.49582
"ta111",26632,30601,32318,6934,26289,30576,285,1982234741,3,2.48145
"ta112",27263,30332,32776,7166,26785,31734,290,2664167262,3,2.524
"ta113",26859,29348,33437,7349,26589,29946,274,58679786,3,2.49531
"ta114",26992,28459,30050,6978,26659,18891,196,453053740,3,2.50377
"ta115",26741,30996,28681,6284,26480,12110,142,4201220027,3,2.49069
"ta116",27056,30583,32547,7086,26617,30808,286,451495399,3,2.51715
"ta117",26731,27101,32591,7242,26533,19046,183,950285760,3,2.48488
"ta118",26968,30617,30852,6612,26748,30747,298,2572312849,3,2.51214
"ta119",26555,30752,31262,6761,26216,20578,207,1359510034,3,2.4806
"ta120",26818,31592,30276,7117,26598,11402,134,2203295361,3,2.49758
"ta001",1290,3,57351,42204,1278,12315,0,4185430782,3,2.5765
"ta002",1366,1,52293,36535,1358,3313,0,2644604129,3,2.598
"ta003",1098,1,58125,22401,1073,34987,1,3602367671,3,2.3025
"ta004",1311,1,61041,26527,1293,130,0,2132559786,3,2.818
"ta005",1261,1,57063,36475,1235,4810,0,3026268901,3,2.484
"ta006",1228,1,61968,22987,1193,13737,0,3144426032,3,2.5275
"ta007",1273,1,54069,29583,1239,15381,0,4006909887,3,2.474
"ta008",1211,1,62467,27310,1199,1769,0,3998835901,3,2.6155
"ta009",1273,1,64824,24562,1210,306,0,1939219827,3,2.621
"ta010",1151,1,60734,26813,1103,1289,0,2758499934,3,2.3885
"ta011",1622,2,59281,21766,1560,32195,3,400425665,3,2.58225
"ta012",1721,2,58273,18679,1644,26807,2,51348208,3,2.7145
"ta013",1558,2,61271,18459,1477,61134,5,556686540,3,2.469
"ta014",1386,2,59606,23161,1368,17874,1,1739227094,3,2.2325
"ta015",1497,2,61943,22032,1400,15183,1,614235939,3,2.36475
"ta016",1444,2,62811,17868,1369,12897,1,3159066276,3,2.285
"ta017",1506,2,59341,22722,1436,5085,0,3726360673,3,2.34425
"ta018",1593,2,57880,17622,1527,16996,1,3697327282,3,2.4755
"ta019",1621,2,46544,20771,1588,46379,5,3272733075,3,2.5085
"ta020",1648,2,67428,19705,1559,7841,0,1679023484,3,2.632
"ta021",2352,5,48411,13642,2252,15891,3,195955710,3,2.53412
