"name","initial_solution_value","initial_solution_time_ms","num_iterations","num_iterations_acceptance","best_value","steps_to_best","time_to_best_s","seed","num_jobs_destroy_repair","temperature"
"ta083",7755,3,36758,12085,6337,19917,33,3189297639,3,2.48018
"ta084",7885,3,35912,13263,6313,13508,22,287593504,3,2.4637
"ta085",7729,3,43182,15603,6396,14787,20,3354542268,3,2.48097
"ta086",8072,3,41217,13778,6411,30256,44,859198422,3,2.4825
"ta087",8033,3,37374,14446,6342,22991,38,1618055244,3,2.50242
"ta088",8138,3,39730,12963,6463,27255,41,249981417,3,2.54608
"ta089",7907,3,43703,13773,6322,27933,39,609141540,3,2.4991
"ta090",8099,3,40210,14785,6513,32524,48,4048650655,3,2.5166
"ta091",12193,3,36969,20975,10860,21582,34,286863804,3,2.5101
"ta092",12796,3,38009,12544,10512,32808,51,1092851164,3,2.48125
"ta093",12556,3,36648,18077,10983,1729,3,484614635,3,2.52895
"ta094",12198,3,34429,23259,10871,15167,26,3090023571,3,2.50428
"ta095",12110,3,35142,12835,10521,3322,5,1914848318,3,2.49777
"ta096",12116,3,38847,15270,10332,19792,30,1766927623,3,2.43407
"ta097",12848,3,36520,18726,10861,18894,31,417987201,3,2.55098
"ta098",12294,3,36335,16690,10777,36318,59,1917060222,3,2.52832
"ta099",12010,3,39020,15245,10419,7593,12,477461329,3,2.48188
"ta100",12274,3,36333,15397,10685,10217,16,3286646291,3,2.50645
"ta101",13576,6,35364,12278,11327,19964,67,3376506989,3,2.44782
"ta102",13628,6,39760,12864,11370,31613,93,3917152086,3,2.50224
"ta103",14152,6,36686,13407,11439,35580,116,1597328149,3,2.51273
"ta104",13479,6,35189,12028,11424,25879,88,3814493431,3,2.50214
"ta105",13686,6,35911,12489,11351,35703,119,1750040755,3,2.47525
"ta106",13917,6,38480,12698,11343,13830,41,580392594,3,2.50228
"ta107",13836,6,36890,12521,11472,35074,114,4184015238,3,2.51782
"ta108",13855,6,34919,10590,11497,26534,91,3890117591,3,2.49613
"ta109",13409,6,38199,11815,11346,19961,63,748912443,3,2.49721
"ta110",14101,6,35465,12341,11430,14013,47,4248004089,3,2.49582
"ta111",30121,14,29903,9934,26318,26898,267,775373191,3,2.48145
"ta112",31202,15,28005,9217,26814,27449,293,1891873006,3,2.524
"ta113",30447,14,29798,10154,26584,29575,297,2725588889,3,2.49531
"ta114",30355,14,24710,9743,26638,15743,195,3847115619,3,2.50377
"ta115",30099,14,28991,9762,26482,28774,297,458349092,3,2.49069
"ta116",30946,12,24153,7422,26675,21512,267,737574212,3,2.51715
"ta117",30792,15,27180,10717,26561,26330,290,3079550135,3,2.48488
"ta118",31034,15,29698,9573,26769,27014,272,1586365564,3,2.51214
"ta119",30634,14,26291,8552,26220,24290,276,1794717178,3,2.4806
"ta120",30148,15,30352,10268,26612,28020,277,4097999037,3,2.49758
